Group,ResponseId,option_cond,num_True,num_False,num_yes_True,prop_yes_True,prop_yes_False,w_True,w_False,ano_true_false_unsure,num_yes_False
Belief,R_1OVKBshRci7iKrf,Opt_in,1.0,0.0,1.0,1.0,0.0,0.0022624434389140274,,true,
Belief,R_1OVKBshRci7iKrf,Opt_out,2.0,0.0,2.0,1.0,0.0,0.005865102639296188,,true,
Belief,R_1Olwl9jIwHz9cNt,Opt_in,3.0,0.0,3.0,1.0,0.0,0.006787330316742082,,true,
Belief,R_1Olwl9jIwHz9cNt,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Belief,R_1P0nPSMB4dPX21J,Opt_in,0.0,0.0,0.0,,0.0,0.0,,true,
Belief,R_1P0nPSMB4dPX21J,Opt_out,3.0,0.0,3.0,1.0,0.0,0.008797653958944282,,true,
Belief,R_1PbflGIUqIOkMW4,Opt_in,3.0,0.0,1.0,0.3333333333333333,0.0,0.006787330316742082,,true,
Belief,R_1PbflGIUqIOkMW4,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Belief,R_1QH2eXidar11uxO,Opt_in,3.0,0.0,3.0,1.0,0.0,0.006787330316742082,,true,
Belief,R_1QH2eXidar11uxO,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Belief,R_1QxXnS15WKcsPWu,Opt_in,3.0,0.0,3.0,1.0,0.0,0.006787330316742082,,true,
Belief,R_1QxXnS15WKcsPWu,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Belief,R_1cS7qk4P3kMREqq,Opt_in,3.0,0.0,3.0,1.0,0.0,0.006787330316742082,,true,
Belief,R_1cS7qk4P3kMREqq,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Belief,R_1dizzCypvSOxudP,Opt_in,1.0,0.0,0.0,0.0,0.0,0.0022624434389140274,,true,
Belief,R_1dizzCypvSOxudP,Opt_out,2.0,0.0,2.0,1.0,0.0,0.005865102639296188,,true,
Belief,R_1dv1fW3DCTt6blV,Opt_in,3.0,0.0,3.0,1.0,0.0,0.006787330316742082,,true,
Belief,R_1dv1fW3DCTt6blV,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Belief,R_1esHHNIz4M2mhKx,Opt_in,0.0,0.0,0.0,,0.0,0.0,,true,
Belief,R_1esHHNIz4M2mhKx,Opt_out,3.0,0.0,3.0,1.0,0.0,0.008797653958944282,,true,
Belief,R_1exxCK75K38Vc7u,Opt_in,3.0,0.0,3.0,1.0,0.0,0.006787330316742082,,true,
Belief,R_1exxCK75K38Vc7u,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Belief,R_1f6NoQw58pSbXfo,Opt_in,3.0,0.0,3.0,1.0,0.0,0.006787330316742082,,true,
Belief,R_1f6NoQw58pSbXfo,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Belief,R_1g1mwobRwywJk1Z,Opt_in,0.0,0.0,0.0,,0.0,0.0,,true,
Belief,R_1g1mwobRwywJk1Z,Opt_out,3.0,0.0,3.0,1.0,0.0,0.008797653958944282,,true,
Belief,R_1gpvYtprtdDpZ4g,Opt_in,3.0,0.0,3.0,1.0,0.0,0.006787330316742082,,true,
Belief,R_1gpvYtprtdDpZ4g,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Belief,R_1hHkFpTUo103KLI,Opt_in,0.0,0.0,0.0,,0.0,0.0,,true,
Belief,R_1hHkFpTUo103KLI,Opt_out,3.0,0.0,3.0,1.0,0.0,0.008797653958944282,,true,
Belief,R_1hN2Le9gMwU1RPS,Opt_in,3.0,0.0,2.0,0.6666666666666666,0.0,0.006787330316742082,,true,
Belief,R_1hN2Le9gMwU1RPS,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Belief,R_1j8sjmYEAX7qtwu,Opt_in,3.0,0.0,2.0,0.6666666666666666,0.0,0.006787330316742082,,true,
Belief,R_1j8sjmYEAX7qtwu,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Belief,R_1jK57tJiqWEQn6m,Opt_in,2.0,0.0,2.0,1.0,0.0,0.004524886877828055,,true,
Belief,R_1jK57tJiqWEQn6m,Opt_out,1.0,0.0,1.0,1.0,0.0,0.002932551319648094,,true,
Belief,R_1ja1IgPAA1HHZhn,Opt_in,3.0,0.0,2.0,0.6666666666666666,0.0,0.006787330316742082,,true,
Belief,R_1ja1IgPAA1HHZhn,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Belief,R_1kId3MeJak1wnrZ,Opt_in,0.0,0.0,0.0,,0.0,0.0,,true,
Belief,R_1kId3MeJak1wnrZ,Opt_out,3.0,0.0,2.0,0.6666666666666666,0.0,0.008797653958944282,,true,
Belief,R_1kU3WukdCPi95Pn,Opt_in,3.0,0.0,3.0,1.0,0.0,0.006787330316742082,,true,
Belief,R_1kU3WukdCPi95Pn,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Belief,R_1kZen3pb0LfZMGf,Opt_in,2.0,0.0,2.0,1.0,0.0,0.004524886877828055,,true,
Belief,R_1kZen3pb0LfZMGf,Opt_out,1.0,0.0,1.0,1.0,0.0,0.002932551319648094,,true,
Belief,R_1l49mYfWzKaNsA0,Opt_in,3.0,0.0,3.0,1.0,0.0,0.006787330316742082,,true,
Belief,R_1l49mYfWzKaNsA0,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Belief,R_1lxWm4jEaLNREwX,Opt_in,3.0,0.0,3.0,1.0,0.0,0.006787330316742082,,true,
Belief,R_1lxWm4jEaLNREwX,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Belief,R_1mIQAeLuenPj9oZ,Opt_in,3.0,0.0,3.0,1.0,0.0,0.006787330316742082,,true,
Belief,R_1mIQAeLuenPj9oZ,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Belief,R_1mLBAKc7p9iSqqV,Opt_in,3.0,0.0,3.0,1.0,0.0,0.006787330316742082,,true,
Belief,R_1mLBAKc7p9iSqqV,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Belief,R_1mgvIVpvc647Jk4,Opt_in,0.0,0.0,0.0,,0.0,0.0,,true,
Belief,R_1mgvIVpvc647Jk4,Opt_out,3.0,0.0,1.0,0.3333333333333333,0.0,0.008797653958944282,,true,
Belief,R_1n6CxllQaKIozvn,Opt_in,3.0,0.0,3.0,1.0,0.0,0.006787330316742082,,true,
Belief,R_1n6CxllQaKIozvn,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Belief,R_1o6z5RDkWLBn3yq,Opt_in,3.0,0.0,0.0,0.0,0.0,0.006787330316742082,,true,
Belief,R_1o6z5RDkWLBn3yq,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Belief,R_1oBXK5NyraJSkVD,Opt_in,1.0,0.0,1.0,1.0,0.0,0.0022624434389140274,,true,
Belief,R_1oBXK5NyraJSkVD,Opt_out,2.0,0.0,1.0,0.5,0.0,0.005865102639296188,,true,
Belief,R_1pESSMpxtYgMFVm,Opt_in,3.0,0.0,3.0,1.0,0.0,0.006787330316742082,,true,
Belief,R_1pESSMpxtYgMFVm,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Belief,R_1pGKwZrayHtqHXW,Opt_in,2.0,0.0,2.0,1.0,0.0,0.004524886877828055,,true,
Belief,R_1pGKwZrayHtqHXW,Opt_out,1.0,0.0,1.0,1.0,0.0,0.002932551319648094,,true,
Belief,R_1pWCCUL1VStPV0Y,Opt_in,0.0,0.0,0.0,,0.0,0.0,,true,
Belief,R_1pWCCUL1VStPV0Y,Opt_out,3.0,0.0,1.0,0.3333333333333333,0.0,0.008797653958944282,,true,
Belief,R_1pzZIydf6TbhmU7,Opt_in,3.0,0.0,3.0,1.0,0.0,0.006787330316742082,,true,
Belief,R_1pzZIydf6TbhmU7,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Belief,R_1q7IoZFtg9aVtvi,Opt_in,3.0,0.0,3.0,1.0,0.0,0.006787330316742082,,true,
Belief,R_1q7IoZFtg9aVtvi,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Belief,R_1qfjJIuh11jWXMU,Opt_in,1.0,0.0,1.0,1.0,0.0,0.0022624434389140274,,true,
Belief,R_1qfjJIuh11jWXMU,Opt_out,2.0,0.0,1.0,0.5,0.0,0.005865102639296188,,true,
Belief,R_1r1xzgHOMYN33Cc,Opt_in,1.0,0.0,1.0,1.0,0.0,0.0022624434389140274,,true,
Belief,R_1r1xzgHOMYN33Cc,Opt_out,2.0,0.0,0.0,0.0,0.0,0.005865102639296188,,true,
Belief,R_1rOobqEZjcSGGQe,Opt_in,2.0,0.0,2.0,1.0,0.0,0.004524886877828055,,true,
Belief,R_1rOobqEZjcSGGQe,Opt_out,1.0,0.0,1.0,1.0,0.0,0.002932551319648094,,true,
Belief,R_1reQfT0xLikq0Nr,Opt_in,3.0,0.0,3.0,1.0,0.0,0.006787330316742082,,true,
Belief,R_1reQfT0xLikq0Nr,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Belief,R_1ruhr1eff0JPhin,Opt_in,1.0,0.0,1.0,1.0,0.0,0.0022624434389140274,,true,
Belief,R_1ruhr1eff0JPhin,Opt_out,2.0,0.0,1.0,0.5,0.0,0.005865102639296188,,true,
Belief,R_21ziIji9eWs5Mql,Opt_in,0.0,0.0,0.0,,0.0,0.0,,true,
Belief,R_21ziIji9eWs5Mql,Opt_out,3.0,0.0,3.0,1.0,0.0,0.008797653958944282,,true,
Belief,R_22J3RZPmBmAjJeN,Opt_in,1.0,0.0,1.0,1.0,0.0,0.0022624434389140274,,true,
Belief,R_22J3RZPmBmAjJeN,Opt_out,2.0,0.0,2.0,1.0,0.0,0.005865102639296188,,true,
Belief,R_23dj3VKXQfPQZGW,Opt_in,3.0,0.0,0.0,0.0,0.0,0.006787330316742082,,true,
Belief,R_23dj3VKXQfPQZGW,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Belief,R_24c3shBC6jxK1bj,Opt_in,3.0,0.0,3.0,1.0,0.0,0.006787330316742082,,true,
Belief,R_24c3shBC6jxK1bj,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Belief,R_25F76HqwA67K92C,Opt_in,1.0,0.0,1.0,1.0,0.0,0.0022624434389140274,,true,
Belief,R_25F76HqwA67K92C,Opt_out,2.0,0.0,2.0,1.0,0.0,0.005865102639296188,,true,
Belief,R_26akkx92lJZdMDm,Opt_in,2.0,0.0,1.0,0.5,0.0,0.004524886877828055,,true,
Belief,R_26akkx92lJZdMDm,Opt_out,1.0,0.0,1.0,1.0,0.0,0.002932551319648094,,true,
Belief,R_26o2yZNN6ix0aTL,Opt_in,0.0,0.0,0.0,,0.0,0.0,,true,
Belief,R_26o2yZNN6ix0aTL,Opt_out,3.0,0.0,3.0,1.0,0.0,0.008797653958944282,,true,
Belief,R_270R80fiV1DYYcY,Opt_in,3.0,0.0,3.0,1.0,0.0,0.006787330316742082,,true,
Belief,R_270R80fiV1DYYcY,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Belief,R_27PxVn6Ygj14SL2,Opt_in,0.0,0.0,0.0,,0.0,0.0,,true,
Belief,R_27PxVn6Ygj14SL2,Opt_out,3.0,0.0,3.0,1.0,0.0,0.008797653958944282,,true,
Belief,R_27TfDetepAKj3YU,Opt_in,0.0,0.0,0.0,,0.0,0.0,,true,
Belief,R_27TfDetepAKj3YU,Opt_out,3.0,0.0,3.0,1.0,0.0,0.008797653958944282,,true,
Belief,R_28B7Ztdg0TtWrzo,Opt_in,3.0,0.0,2.0,0.6666666666666666,0.0,0.006787330316742082,,true,
Belief,R_28B7Ztdg0TtWrzo,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Belief,R_28PckIflcvaJS7f,Opt_in,0.0,0.0,0.0,,0.0,0.0,,true,
Belief,R_28PckIflcvaJS7f,Opt_out,3.0,0.0,3.0,1.0,0.0,0.008797653958944282,,true,
Belief,R_28TGJlOAyUuTVDN,Opt_in,2.0,0.0,2.0,1.0,0.0,0.004524886877828055,,true,
Belief,R_28TGJlOAyUuTVDN,Opt_out,1.0,0.0,1.0,1.0,0.0,0.002932551319648094,,true,
Belief,R_2AWHX8FEHnCqOz9,Opt_in,0.0,0.0,0.0,,0.0,0.0,,true,
Belief,R_2AWHX8FEHnCqOz9,Opt_out,3.0,0.0,0.0,0.0,0.0,0.008797653958944282,,true,
Belief,R_2CJ1QVTNfzlF9NA,Opt_in,1.0,0.0,1.0,1.0,0.0,0.0022624434389140274,,true,
Belief,R_2CJ1QVTNfzlF9NA,Opt_out,2.0,0.0,2.0,1.0,0.0,0.005865102639296188,,true,
Belief,R_2CZcD1TtZI1BvMk,Opt_in,0.0,0.0,0.0,,0.0,0.0,,true,
Belief,R_2CZcD1TtZI1BvMk,Opt_out,3.0,0.0,2.0,0.6666666666666666,0.0,0.008797653958944282,,true,
Belief,R_2EbAV2g35pu60Yt,Opt_in,0.0,0.0,0.0,,0.0,0.0,,true,
Belief,R_2EbAV2g35pu60Yt,Opt_out,3.0,0.0,3.0,1.0,0.0,0.008797653958944282,,true,
Belief,R_2OME0CSeyPGylay,Opt_in,1.0,0.0,1.0,1.0,0.0,0.0022624434389140274,,true,
Belief,R_2OME0CSeyPGylay,Opt_out,2.0,0.0,2.0,1.0,0.0,0.005865102639296188,,true,
Belief,R_2OPUcwwDq1YxTTT,Opt_in,0.0,0.0,0.0,,0.0,0.0,,true,
Belief,R_2OPUcwwDq1YxTTT,Opt_out,3.0,0.0,3.0,1.0,0.0,0.008797653958944282,,true,
Belief,R_2OU3xL2muqOxf2e,Opt_in,0.0,0.0,0.0,,0.0,0.0,,true,
Belief,R_2OU3xL2muqOxf2e,Opt_out,3.0,0.0,3.0,1.0,0.0,0.008797653958944282,,true,
Belief,R_2PBQIU1f5ZbQpQA,Opt_in,1.0,0.0,1.0,1.0,0.0,0.0022624434389140274,,true,
Belief,R_2PBQIU1f5ZbQpQA,Opt_out,2.0,0.0,2.0,1.0,0.0,0.005865102639296188,,true,
Belief,R_2PBz9EUipEuFVZg,Opt_in,0.0,0.0,0.0,,0.0,0.0,,true,
Belief,R_2PBz9EUipEuFVZg,Opt_out,3.0,0.0,3.0,1.0,0.0,0.008797653958944282,,true,
Belief,R_2Pn9idhzEcefndQ,Opt_in,0.0,0.0,0.0,,0.0,0.0,,true,
Belief,R_2Pn9idhzEcefndQ,Opt_out,3.0,0.0,2.0,0.6666666666666666,0.0,0.008797653958944282,,true,
Belief,R_2QAoW783wxrTjPo,Opt_in,3.0,0.0,1.0,0.3333333333333333,0.0,0.006787330316742082,,true,
Belief,R_2QAoW783wxrTjPo,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Belief,R_2QQmo60UEB3j9VI,Opt_in,3.0,0.0,3.0,1.0,0.0,0.006787330316742082,,true,
Belief,R_2QQmo60UEB3j9VI,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Belief,R_2Qf8EbA2TJTLAgr,Opt_in,3.0,0.0,3.0,1.0,0.0,0.006787330316742082,,true,
Belief,R_2Qf8EbA2TJTLAgr,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Belief,R_2QnY9gOc7mHPaoU,Opt_in,0.0,0.0,0.0,,0.0,0.0,,true,
Belief,R_2QnY9gOc7mHPaoU,Opt_out,3.0,0.0,2.0,0.6666666666666666,0.0,0.008797653958944282,,true,
Belief,R_2QtRsOVx6l5mUK2,Opt_in,1.0,0.0,1.0,1.0,0.0,0.0022624434389140274,,true,
Belief,R_2QtRsOVx6l5mUK2,Opt_out,2.0,0.0,2.0,1.0,0.0,0.005865102639296188,,true,
Belief,R_2R9UwbkjrRUzeNh,Opt_in,0.0,0.0,0.0,,0.0,0.0,,true,
Belief,R_2R9UwbkjrRUzeNh,Opt_out,3.0,0.0,3.0,1.0,0.0,0.008797653958944282,,true,
Belief,R_2SeQ6iTEX2PPqK7,Opt_in,3.0,0.0,3.0,1.0,0.0,0.006787330316742082,,true,
Belief,R_2SeQ6iTEX2PPqK7,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Belief,R_2TFZBp22jpYH5Ch,Opt_in,1.0,0.0,1.0,1.0,0.0,0.0022624434389140274,,true,
Belief,R_2TFZBp22jpYH5Ch,Opt_out,2.0,0.0,1.0,0.5,0.0,0.005865102639296188,,true,
Belief,R_2TpcNNBhPtuUyGe,Opt_in,2.0,0.0,2.0,1.0,0.0,0.004524886877828055,,true,
Belief,R_2TpcNNBhPtuUyGe,Opt_out,1.0,0.0,0.0,0.0,0.0,0.002932551319648094,,true,
Belief,R_2VDxWNg3F9AUER4,Opt_in,3.0,0.0,2.0,0.6666666666666666,0.0,0.006787330316742082,,true,
Belief,R_2VDxWNg3F9AUER4,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Belief,R_2VKC4QZpqH7ZmUD,Opt_in,3.0,0.0,3.0,1.0,0.0,0.006787330316742082,,true,
Belief,R_2VKC4QZpqH7ZmUD,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Belief,R_2Vkz2o3fESa9Ozf,Opt_in,3.0,0.0,3.0,1.0,0.0,0.006787330316742082,,true,
Belief,R_2Vkz2o3fESa9Ozf,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Belief,R_2VrRn0L6sHYCP0y,Opt_in,3.0,0.0,3.0,1.0,0.0,0.006787330316742082,,true,
Belief,R_2VrRn0L6sHYCP0y,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Belief,R_2VsHc5QEZaxrvqe,Opt_in,0.0,0.0,0.0,,0.0,0.0,,true,
Belief,R_2VsHc5QEZaxrvqe,Opt_out,3.0,0.0,2.0,0.6666666666666666,0.0,0.008797653958944282,,true,
Belief,R_2WMzn11ueTOGpE6,Opt_in,0.0,0.0,0.0,,0.0,0.0,,true,
Belief,R_2WMzn11ueTOGpE6,Opt_out,3.0,0.0,3.0,1.0,0.0,0.008797653958944282,,true,
Belief,R_2Xal58EDcO8LnEK,Opt_in,3.0,0.0,3.0,1.0,0.0,0.006787330316742082,,true,
Belief,R_2Xal58EDcO8LnEK,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Belief,R_2YPKbXZTdOA1OHb,Opt_in,0.0,0.0,0.0,,0.0,0.0,,true,
Belief,R_2YPKbXZTdOA1OHb,Opt_out,3.0,0.0,2.0,0.6666666666666666,0.0,0.008797653958944282,,true,
Belief,R_2YQYGi8tgnBrpaK,Opt_in,3.0,0.0,3.0,1.0,0.0,0.006787330316742082,,true,
Belief,R_2YQYGi8tgnBrpaK,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Belief,R_2ZIFZDiQppM8wEv,Opt_in,0.0,0.0,0.0,,0.0,0.0,,true,
Belief,R_2ZIFZDiQppM8wEv,Opt_out,3.0,0.0,1.0,0.3333333333333333,0.0,0.008797653958944282,,true,
Belief,R_2aQWAqpbQ0D2j5n,Opt_in,3.0,0.0,2.0,0.6666666666666666,0.0,0.006787330316742082,,true,
Belief,R_2aQWAqpbQ0D2j5n,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Belief,R_2aUH28QxXHF2H2i,Opt_in,3.0,0.0,3.0,1.0,0.0,0.006787330316742082,,true,
Belief,R_2aUH28QxXHF2H2i,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Belief,R_2aazsEpJCFiugG5,Opt_in,0.0,0.0,0.0,,0.0,0.0,,true,
Belief,R_2aazsEpJCFiugG5,Opt_out,3.0,0.0,0.0,0.0,0.0,0.008797653958944282,,true,
Belief,R_2awuILLcu3tCwwD,Opt_in,3.0,0.0,0.0,0.0,0.0,0.006787330316742082,,true,
Belief,R_2awuILLcu3tCwwD,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Belief,R_2bOdzxHQ2UfWTfW,Opt_in,3.0,0.0,3.0,1.0,0.0,0.006787330316742082,,true,
Belief,R_2bOdzxHQ2UfWTfW,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Belief,R_2bTMaaYRAbf1PzH,Opt_in,3.0,0.0,2.0,0.6666666666666666,0.0,0.006787330316742082,,true,
Belief,R_2bTMaaYRAbf1PzH,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Belief,R_2ceB3SdLH1cW9PS,Opt_in,0.0,0.0,0.0,,0.0,0.0,,true,
Belief,R_2ceB3SdLH1cW9PS,Opt_out,3.0,0.0,1.0,0.3333333333333333,0.0,0.008797653958944282,,true,
Belief,R_2cq2UstkKHdJTo3,Opt_in,0.0,0.0,0.0,,0.0,0.0,,true,
Belief,R_2cq2UstkKHdJTo3,Opt_out,3.0,0.0,3.0,1.0,0.0,0.008797653958944282,,true,
Belief,R_2dgzeTXJQPblSGs,Opt_in,3.0,0.0,3.0,1.0,0.0,0.006787330316742082,,true,
Belief,R_2dgzeTXJQPblSGs,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Belief,R_2fImfNkls9Wn2AU,Opt_in,1.0,0.0,1.0,1.0,0.0,0.0022624434389140274,,true,
Belief,R_2fImfNkls9Wn2AU,Opt_out,2.0,0.0,1.0,0.5,0.0,0.005865102639296188,,true,
Belief,R_2fvSXNW4vJApYxB,Opt_in,0.0,0.0,0.0,,0.0,0.0,,true,
Belief,R_2fvSXNW4vJApYxB,Opt_out,3.0,0.0,3.0,1.0,0.0,0.008797653958944282,,true,
Belief,R_2qn6Ye9j0TIyAF6,Opt_in,1.0,0.0,1.0,1.0,0.0,0.0022624434389140274,,true,
Belief,R_2qn6Ye9j0TIyAF6,Opt_out,2.0,0.0,2.0,1.0,0.0,0.005865102639296188,,true,
Belief,R_2tgjP5olEAspXiV,Opt_in,3.0,0.0,3.0,1.0,0.0,0.006787330316742082,,true,
Belief,R_2tgjP5olEAspXiV,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Belief,R_2txs7UDOYfBdQGP,Opt_in,3.0,0.0,3.0,1.0,0.0,0.006787330316742082,,true,
