Group,ResponseId,option_cond,num_False,num_True,num_yes_False,num_yes_True,prop_yes_False,prop_yes_True,w_True,w_False
Belief,R_1oBXK5NyraJSkVD,Opt_out,19.0,16.0,2.0,10.0,0.10526315789473684,0.625,0.007184553210597216,0.007341576506955177
Belief,R_1pESSMpxtYgMFVm,Opt_in,19.0,17.0,16.0,16.0,0.8421052631578947,0.9411764705882353,0.005679919812896759,0.007218844984802432
Belief,R_1pESSMpxtYgMFVm,Opt_out,1.0,3.0,1.0,3.0,1.0,1.0,0.001347103726986978,0.0003863987635239567
Belief,R_1pGKwZrayHtqHXW,Opt_in,7.0,8.0,7.0,8.0,1.0,1.0,0.0026729034413631807,0.0026595744680851063
Belief,R_1pGKwZrayHtqHXW,Opt_out,13.0,12.0,11.0,8.0,0.8461538461538461,0.6666666666666666,0.005388414907947912,0.005023183925811438
Belief,R_1pWCCUL1VStPV0Y,Opt_in,0.0,0.0,0.0,0.0,,,0.0,0.0
Belief,R_1pWCCUL1VStPV0Y,Opt_out,20.0,20.0,2.0,10.0,0.1,0.5,0.00898069151324652,0.0077279752704791345
Belief,R_1pzZIydf6TbhmU7,Opt_in,20.0,20.0,20.0,20.0,1.0,1.0,0.006682258603407952,0.007598784194528876
Belief,R_1pzZIydf6TbhmU7,Opt_out,0.0,0.0,0.0,0.0,,,0.0,0.0
Belief,R_1q7IoZFtg9aVtvi,Opt_in,13.0,15.0,1.0,11.0,0.07692307692307693,0.7333333333333333,0.005011693952555964,0.004939209726443769
Belief,R_1q7IoZFtg9aVtvi,Opt_out,7.0,5.0,0.0,5.0,0.0,1.0,0.00224517287831163,0.002704791344667697
Belief,R_1qfjJIuh11jWXMU,Opt_in,6.0,4.0,5.0,4.0,0.8333333333333334,1.0,0.0013364517206815904,0.0022796352583586625
Belief,R_1qfjJIuh11jWXMU,Opt_out,14.0,16.0,7.0,8.0,0.5,0.5,0.007184553210597216,0.005409582689335394
Belief,R_1r1xzgHOMYN33Cc,Opt_in,7.0,6.0,3.0,1.0,0.42857142857142855,0.16666666666666666,0.0020046775810223854,0.0026595744680851063
Belief,R_1r1xzgHOMYN33Cc,Opt_out,13.0,14.0,0.0,0.0,0.0,0.0,0.006286484059272564,0.005023183925811438
Belief,R_1rOobqEZjcSGGQe,Opt_in,12.0,14.0,12.0,14.0,1.0,1.0,0.004677581022385567,0.004559270516717325
Belief,R_1rOobqEZjcSGGQe,Opt_out,8.0,6.0,8.0,6.0,1.0,1.0,0.002694207453973956,0.0030911901081916537
Belief,R_1reQfT0xLikq0Nr,Opt_in,20.0,20.0,20.0,20.0,1.0,1.0,0.006682258603407952,0.007598784194528876
Belief,R_1reQfT0xLikq0Nr,Opt_out,0.0,0.0,0.0,0.0,,,0.0,0.0
Belief,R_1ruhr1eff0JPhin,Opt_in,13.0,9.0,1.0,6.0,0.07692307692307693,0.6666666666666666,0.003007016371533578,0.004939209726443769
Belief,R_1ruhr1eff0JPhin,Opt_out,7.0,11.0,1.0,4.0,0.14285714285714285,0.36363636363636365,0.004939380332285586,0.002704791344667697
Belief,R_21ziIji9eWs5Mql,Opt_in,0.0,0.0,0.0,0.0,,,0.0,0.0
Belief,R_21ziIji9eWs5Mql,Opt_out,20.0,20.0,2.0,17.0,0.1,0.85,0.00898069151324652,0.0077279752704791345
Belief,R_22J3RZPmBmAjJeN,Opt_in,5.0,5.0,0.0,3.0,0.0,0.6,0.001670564650851988,0.001899696048632219
Belief,R_22J3RZPmBmAjJeN,Opt_out,15.0,15.0,3.0,12.0,0.2,0.8,0.00673551863493489,0.005795981452859351
Belief,R_23dj3VKXQfPQZGW,Opt_in,20.0,20.0,10.0,9.0,0.5,0.45,0.006682258603407952,0.007598784194528876
Belief,R_23dj3VKXQfPQZGW,Opt_out,0.0,0.0,0.0,0.0,,,0.0,0.0
Belief,R_24c3shBC6jxK1bj,Opt_in,11.0,19.0,1.0,13.0,0.09090909090909091,0.6842105263157895,0.006348145673237555,0.004179331306990881
Belief,R_24c3shBC6jxK1bj,Opt_out,9.0,1.0,0.0,1.0,0.0,1.0,0.000449034575662326,0.0034775888717156105
Belief,R_25F76HqwA67K92C,Opt_in,8.0,12.0,0.0,6.0,0.0,0.5,0.004009355162044771,0.00303951367781155
Belief,R_25F76HqwA67K92C,Opt_out,12.0,8.0,0.0,6.0,0.0,0.75,0.003592276605298608,0.00463678516228748
Belief,R_26akkx92lJZdMDm,Opt_in,5.0,11.0,0.0,6.0,0.0,0.5454545454545454,0.0036752422318743734,0.001899696048632219
Belief,R_26akkx92lJZdMDm,Opt_out,15.0,9.0,0.0,6.0,0.0,0.6666666666666666,0.004041311180960934,0.005795981452859351
Belief,R_26o2yZNN6ix0aTL,Opt_in,0.0,0.0,0.0,0.0,,,0.0,0.0
Belief,R_26o2yZNN6ix0aTL,Opt_out,20.0,20.0,0.0,14.0,0.0,0.7,0.00898069151324652,0.0077279752704791345
Belief,R_270R80fiV1DYYcY,Opt_in,20.0,20.0,14.0,19.0,0.7,0.95,0.006682258603407952,0.007598784194528876
Belief,R_270R80fiV1DYYcY,Opt_out,0.0,0.0,0.0,0.0,,,0.0,0.0
Belief,R_27PxVn6Ygj14SL2,Opt_in,5.0,3.0,0.0,3.0,0.0,1.0,0.0010023387905111927,0.001899696048632219
Belief,R_27PxVn6Ygj14SL2,Opt_out,15.0,17.0,0.0,16.0,0.0,0.9411764705882353,0.007633587786259542,0.005795981452859351
Belief,R_27TfDetepAKj3YU,Opt_in,3.0,13.0,0.0,4.0,0.0,0.3076923076923077,0.004343468092215168,0.0011398176291793312
Belief,R_27TfDetepAKj3YU,Opt_out,17.0,7.0,0.0,7.0,0.0,1.0,0.003143242029636282,0.006568778979907265
Belief,R_28B7Ztdg0TtWrzo,Opt_in,16.0,15.0,10.0,9.0,0.625,0.6,0.005011693952555964,0.0060790273556231
Belief,R_28B7Ztdg0TtWrzo,Opt_out,4.0,5.0,2.0,3.0,0.5,0.6,0.00224517287831163,0.0015455950540958269
Belief,R_28PckIflcvaJS7f,Opt_in,0.0,0.0,0.0,0.0,,,0.0,0.0
Belief,R_28PckIflcvaJS7f,Opt_out,20.0,20.0,0.0,18.0,0.0,0.9,0.00898069151324652,0.0077279752704791345
Belief,R_28TGJlOAyUuTVDN,Opt_in,3.0,8.0,0.0,3.0,0.0,0.375,0.0026729034413631807,0.0011398176291793312
Belief,R_28TGJlOAyUuTVDN,Opt_out,17.0,12.0,0.0,8.0,0.0,0.6666666666666666,0.005388414907947912,0.006568778979907265
Belief,R_2AWHX8FEHnCqOz9,Opt_in,0.0,0.0,0.0,0.0,,,0.0,0.0
Belief,R_2AWHX8FEHnCqOz9,Opt_out,20.0,20.0,0.0,1.0,0.0,0.05,0.00898069151324652,0.0077279752704791345
Belief,R_2CJ1QVTNfzlF9NA,Opt_in,3.0,9.0,1.0,5.0,0.3333333333333333,0.5555555555555556,0.003007016371533578,0.0011398176291793312
Belief,R_2CJ1QVTNfzlF9NA,Opt_out,17.0,11.0,1.0,11.0,0.058823529411764705,1.0,0.004939380332285586,0.006568778979907265
Belief,R_2CZcD1TtZI1BvMk,Opt_in,4.0,7.0,1.0,4.0,0.25,0.5714285714285714,0.0023387905111927833,0.001519756838905775
Belief,R_2CZcD1TtZI1BvMk,Opt_out,16.0,13.0,0.0,9.0,0.0,0.6923076923076923,0.0058374494836102376,0.0061823802163833074
Belief,R_2EbAV2g35pu60Yt,Opt_in,1.0,1.0,0.0,0.0,0.0,0.0,0.0003341129301703976,0.00037993920972644377
Belief,R_2EbAV2g35pu60Yt,Opt_out,19.0,19.0,0.0,18.0,0.0,0.9473684210526315,0.008531656937584195,0.007341576506955177
Belief,R_2OME0CSeyPGylay,Opt_in,4.0,12.0,2.0,7.0,0.5,0.5833333333333334,0.004009355162044771,0.001519756838905775
Belief,R_2OME0CSeyPGylay,Opt_out,16.0,8.0,1.0,8.0,0.0625,1.0,0.003592276605298608,0.0061823802163833074
Belief,R_2OPUcwwDq1YxTTT,Opt_in,4.0,2.0,3.0,1.0,0.75,0.5,0.0006682258603407952,0.001519756838905775
Belief,R_2OPUcwwDq1YxTTT,Opt_out,16.0,18.0,2.0,18.0,0.125,1.0,0.008082622361921869,0.0061823802163833074
Belief,R_2OU3xL2muqOxf2e,Opt_in,0.0,0.0,0.0,0.0,,,0.0,0.0
Belief,R_2OU3xL2muqOxf2e,Opt_out,20.0,20.0,2.0,17.0,0.1,0.85,0.00898069151324652,0.0077279752704791345
Belief,R_2PBQIU1f5ZbQpQA,Opt_in,3.0,7.0,0.0,7.0,0.0,1.0,0.0023387905111927833,0.0011398176291793312
Belief,R_2PBQIU1f5ZbQpQA,Opt_out,17.0,13.0,0.0,12.0,0.0,0.9230769230769231,0.0058374494836102376,0.006568778979907265
Belief,R_2PBz9EUipEuFVZg,Opt_in,5.0,4.0,2.0,3.0,0.4,0.75,0.0013364517206815904,0.001899696048632219
Belief,R_2PBz9EUipEuFVZg,Opt_out,15.0,16.0,1.0,16.0,0.06666666666666667,1.0,0.007184553210597216,0.005795981452859351
Belief,R_2Pn9idhzEcefndQ,Opt_in,2.0,2.0,1.0,0.0,0.5,0.0,0.0006682258603407952,0.0007598784194528875
Belief,R_2Pn9idhzEcefndQ,Opt_out,18.0,18.0,2.0,5.0,0.1111111111111111,0.2777777777777778,0.008082622361921869,0.006955177743431221
Belief,R_2QAoW783wxrTjPo,Opt_in,18.0,19.0,15.0,14.0,0.8333333333333334,0.7368421052631579,0.006348145673237555,0.006838905775075988
Belief,R_2QAoW783wxrTjPo,Opt_out,2.0,1.0,1.0,1.0,0.5,1.0,0.000449034575662326,0.0007727975270479134
Belief,R_2QQmo60UEB3j9VI,Opt_in,20.0,20.0,14.0,17.0,0.7,0.85,0.006682258603407952,0.007598784194528876
Belief,R_2QQmo60UEB3j9VI,Opt_out,0.0,0.0,0.0,0.0,,,0.0,0.0
Belief,R_2Qf8EbA2TJTLAgr,Opt_in,20.0,20.0,18.0,20.0,0.9,1.0,0.006682258603407952,0.007598784194528876
Belief,R_2Qf8EbA2TJTLAgr,Opt_out,0.0,0.0,0.0,0.0,,,0.0,0.0
Belief,R_2QnY9gOc7mHPaoU,Opt_in,3.0,6.0,0.0,3.0,0.0,0.5,0.0020046775810223854,0.0011398176291793312
Belief,R_2QnY9gOc7mHPaoU,Opt_out,17.0,14.0,1.0,7.0,0.058823529411764705,0.5,0.006286484059272564,0.006568778979907265
Belief,R_2QtRsOVx6l5mUK2,Opt_in,6.0,5.0,2.0,4.0,0.3333333333333333,0.8,0.001670564650851988,0.0022796352583586625
Belief,R_2QtRsOVx6l5mUK2,Opt_out,14.0,15.0,1.0,13.0,0.07142857142857142,0.8666666666666667,0.00673551863493489,0.005409582689335394
Belief,R_2R9UwbkjrRUzeNh,Opt_in,2.0,6.0,1.0,3.0,0.5,0.5,0.0020046775810223854,0.0007598784194528875
Belief,R_2R9UwbkjrRUzeNh,Opt_out,18.0,14.0,4.0,14.0,0.2222222222222222,1.0,0.006286484059272564,0.006955177743431221
Belief,R_2SeQ6iTEX2PPqK7,Opt_in,20.0,20.0,20.0,20.0,1.0,1.0,0.006682258603407952,0.007598784194528876
Belief,R_2SeQ6iTEX2PPqK7,Opt_out,0.0,0.0,0.0,0.0,,,0.0,0.0
Belief,R_2TFZBp22jpYH5Ch,Opt_in,6.0,10.0,5.0,10.0,0.8333333333333334,1.0,0.003341129301703976,0.0022796352583586625
Belief,R_2TFZBp22jpYH5Ch,Opt_out,14.0,10.0,10.0,6.0,0.7142857142857143,0.6,0.00449034575662326,0.005409582689335394
Belief,R_2TpcNNBhPtuUyGe,Opt_in,10.0,16.0,0.0,11.0,0.0,0.6875,0.0053458068827263614,0.003799392097264438
Belief,R_2TpcNNBhPtuUyGe,Opt_out,10.0,4.0,0.0,0.0,0.0,0.0,0.001796138302649304,0.0038639876352395673
Belief,R_2VDxWNg3F9AUER4,Opt_in,20.0,20.0,11.0,13.0,0.55,0.65,0.006682258603407952,0.007598784194528876
Belief,R_2VDxWNg3F9AUER4,Opt_out,0.0,0.0,0.0,0.0,,,0.0,0.0
Belief,R_2VKC4QZpqH7ZmUD,Opt_in,20.0,20.0,4.0,14.0,0.2,0.7,0.006682258603407952,0.007598784194528876
Belief,R_2VKC4QZpqH7ZmUD,Opt_out,0.0,0.0,0.0,0.0,,,0.0,0.0
Belief,R_2Vkz2o3fESa9Ozf,Opt_in,20.0,20.0,18.0,19.0,0.9,0.95,0.006682258603407952,0.007598784194528876
Belief,R_2Vkz2o3fESa9Ozf,Opt_out,0.0,0.0,0.0,0.0,,,0.0,0.0
Belief,R_2VrRn0L6sHYCP0y,Opt_in,20.0,20.0,19.0,20.0,0.95,1.0,0.006682258603407952,0.007598784194528876
Belief,R_2VrRn0L6sHYCP0y,Opt_out,0.0,0.0,0.0,0.0,,,0.0,0.0
Belief,R_2VsHc5QEZaxrvqe,Opt_in,2.0,1.0,1.0,1.0,0.5,1.0,0.0003341129301703976,0.0007598784194528875
Belief,R_2VsHc5QEZaxrvqe,Opt_out,18.0,19.0,6.0,9.0,0.3333333333333333,0.47368421052631576,0.008531656937584195,0.006955177743431221
