Group,Condition,ResponseId,v_split_by_cgpt,num_yes,prop_yes,ground_truth,cGPT_thinks
Belief,Control,R_12EioXD32f3uOie,False_False,0,0.0,False,False
Belief,Control,R_12EioXD32f3uOie,False_Unsure,0,0.0,False,Unsure
Belief,Control,R_12EioXD32f3uOie,True_False,0,0.0,True,False
Belief,Control,R_12EioXD32f3uOie,True_True,0,0.0,True,True
Belief,Control,R_12EioXD32f3uOie,True_Unsure,4,0.3076923076923077,True,Unsure
Belief,Control,R_12FSeEuG3PRnJ1b,False_False,18,1.0,False,False
Belief,Control,R_12FSeEuG3PRnJ1b,False_Unsure,2,1.0,False,Unsure
Belief,Control,R_12FSeEuG3PRnJ1b,True_False,4,1.0,True,False
Belief,Control,R_12FSeEuG3PRnJ1b,True_True,3,1.0,True,True
Belief,Control,R_12FSeEuG3PRnJ1b,True_Unsure,13,1.0,True,Unsure
Belief,Control,R_1C1jrbn17wODhB7,False_False,0,0.0,False,False
Belief,Control,R_1C1jrbn17wODhB7,False_Unsure,0,0.0,False,Unsure
Belief,Control,R_1C1jrbn17wODhB7,True_False,4,1.0,True,False
Belief,Control,R_1C1jrbn17wODhB7,True_True,3,1.0,True,True
Belief,Control,R_1C1jrbn17wODhB7,True_Unsure,12,0.9230769230769231,True,Unsure
Belief,Control,R_1C8YT6j8jAtuNSu,False_False,1,0.05555555555555555,False,False
Belief,Control,R_1C8YT6j8jAtuNSu,False_Unsure,0,0.0,False,Unsure
Belief,Control,R_1C8YT6j8jAtuNSu,True_False,3,0.75,True,False
Belief,Control,R_1C8YT6j8jAtuNSu,True_True,2,0.6666666666666666,True,True
Belief,Control,R_1C8YT6j8jAtuNSu,True_Unsure,11,0.8461538461538461,True,Unsure
Belief,Control,R_1CkImFWqnYmdCPT,False_False,1,0.05555555555555555,False,False
Belief,Control,R_1CkImFWqnYmdCPT,False_Unsure,0,0.0,False,Unsure
Belief,Control,R_1CkImFWqnYmdCPT,True_False,4,1.0,True,False
Belief,Control,R_1CkImFWqnYmdCPT,True_True,2,0.6666666666666666,True,True
Belief,Control,R_1CkImFWqnYmdCPT,True_Unsure,12,0.9230769230769231,True,Unsure
Belief,Control,R_1EXJE6z9iZyfVXH,False_False,2,0.1111111111111111,False,False
Belief,Control,R_1EXJE6z9iZyfVXH,False_Unsure,0,0.0,False,Unsure
Belief,Control,R_1EXJE6z9iZyfVXH,True_False,3,0.75,True,False
Belief,Control,R_1EXJE6z9iZyfVXH,True_True,3,1.0,True,True
Belief,Control,R_1EXJE6z9iZyfVXH,True_Unsure,10,0.7692307692307693,True,Unsure
Belief,Control,R_1FDGeypx1FCXwXb,False_False,12,0.6666666666666666,False,False
Belief,Control,R_1FDGeypx1FCXwXb,False_Unsure,1,0.5,False,Unsure
Belief,Control,R_1FDGeypx1FCXwXb,True_False,1,0.25,True,False
Belief,Control,R_1FDGeypx1FCXwXb,True_True,1,0.3333333333333333,True,True
Belief,Control,R_1FDGeypx1FCXwXb,True_Unsure,9,0.6923076923076923,True,Unsure
Belief,Control,R_1FPM82bSm1rq8lR,False_False,4,0.2222222222222222,False,False
Belief,Control,R_1FPM82bSm1rq8lR,False_Unsure,2,1.0,False,Unsure
Belief,Control,R_1FPM82bSm1rq8lR,True_False,2,0.5,True,False
Belief,Control,R_1FPM82bSm1rq8lR,True_True,3,1.0,True,True
Belief,Control,R_1FPM82bSm1rq8lR,True_Unsure,8,0.6153846153846154,True,Unsure
Belief,Control,R_1FaWZkNMKOzN5zR,False_False,0,0.0,False,False
Belief,Control,R_1FaWZkNMKOzN5zR,False_Unsure,0,0.0,False,Unsure
Belief,Control,R_1FaWZkNMKOzN5zR,True_False,3,0.75,True,False
Belief,Control,R_1FaWZkNMKOzN5zR,True_True,3,1.0,True,True
Belief,Control,R_1FaWZkNMKOzN5zR,True_Unsure,13,1.0,True,Unsure
Belief,Control,R_1GPusvObJ6srXwf,False_False,14,0.7777777777777778,False,False
Belief,Control,R_1GPusvObJ6srXwf,False_Unsure,1,0.5,False,Unsure
Belief,Control,R_1GPusvObJ6srXwf,True_False,3,0.75,True,False
Belief,Control,R_1GPusvObJ6srXwf,True_True,3,1.0,True,True
Belief,Control,R_1GPusvObJ6srXwf,True_Unsure,8,0.6153846153846154,True,Unsure
Belief,Control,R_1GUjgK8sNcIfIkr,False_False,1,0.05555555555555555,False,False
Belief,Control,R_1GUjgK8sNcIfIkr,False_Unsure,0,0.0,False,Unsure
Belief,Control,R_1GUjgK8sNcIfIkr,True_False,2,0.5,True,False
Belief,Control,R_1GUjgK8sNcIfIkr,True_True,1,0.3333333333333333,True,True
Belief,Control,R_1GUjgK8sNcIfIkr,True_Unsure,3,0.23076923076923078,True,Unsure
Belief,Control,R_1IEPPcAy4tvj5Dq,False_False,18,1.0,False,False
Belief,Control,R_1IEPPcAy4tvj5Dq,False_Unsure,2,1.0,False,Unsure
Belief,Control,R_1IEPPcAy4tvj5Dq,True_False,4,1.0,True,False
Belief,Control,R_1IEPPcAy4tvj5Dq,True_True,3,1.0,True,True
Belief,Control,R_1IEPPcAy4tvj5Dq,True_Unsure,13,1.0,True,Unsure
Belief,Control,R_1KcBTQ8jPaaVN12,False_False,2,0.1111111111111111,False,False
Belief,Control,R_1KcBTQ8jPaaVN12,False_Unsure,0,0.0,False,Unsure
Belief,Control,R_1KcBTQ8jPaaVN12,True_False,4,1.0,True,False
Belief,Control,R_1KcBTQ8jPaaVN12,True_True,2,0.6666666666666666,True,True
Belief,Control,R_1KcBTQ8jPaaVN12,True_Unsure,11,0.8461538461538461,True,Unsure
Belief,Control,R_1KiK472sbg1Ln2b,False_False,1,0.05555555555555555,False,False
Belief,Control,R_1KiK472sbg1Ln2b,False_Unsure,1,0.5,False,Unsure
Belief,Control,R_1KiK472sbg1Ln2b,True_False,3,0.75,True,False
Belief,Control,R_1KiK472sbg1Ln2b,True_True,3,1.0,True,True
Belief,Control,R_1KiK472sbg1Ln2b,True_Unsure,7,0.5384615384615384,True,Unsure
Belief,Control,R_1KvjdEAJCfWVHFp,False_False,13,0.7222222222222222,False,False
Belief,Control,R_1KvjdEAJCfWVHFp,False_Unsure,2,1.0,False,Unsure
Belief,Control,R_1KvjdEAJCfWVHFp,True_False,4,1.0,True,False
Belief,Control,R_1KvjdEAJCfWVHFp,True_True,3,1.0,True,True
Belief,Control,R_1KvjdEAJCfWVHFp,True_Unsure,8,0.6153846153846154,True,Unsure
Belief,Control,R_1LOGm44RHBUL4iz,False_False,0,0.0,False,False
Belief,Control,R_1LOGm44RHBUL4iz,False_Unsure,0,0.0,False,Unsure
Belief,Control,R_1LOGm44RHBUL4iz,True_False,2,0.5,True,False
Belief,Control,R_1LOGm44RHBUL4iz,True_True,1,0.3333333333333333,True,True
Belief,Control,R_1LOGm44RHBUL4iz,True_Unsure,5,0.38461538461538464,True,Unsure
Belief,Control,R_1LpNRLqpCxi1v6l,False_False,15,0.8333333333333334,False,False
Belief,Control,R_1LpNRLqpCxi1v6l,False_Unsure,2,1.0,False,Unsure
Belief,Control,R_1LpNRLqpCxi1v6l,True_False,3,0.75,True,False
Belief,Control,R_1LpNRLqpCxi1v6l,True_True,3,1.0,True,True
Belief,Control,R_1LpNRLqpCxi1v6l,True_Unsure,10,0.7692307692307693,True,Unsure
Belief,Control,R_1NrlQzDJAIXnwa1,False_False,18,1.0,False,False
Belief,Control,R_1NrlQzDJAIXnwa1,False_Unsure,2,1.0,False,Unsure
Belief,Control,R_1NrlQzDJAIXnwa1,True_False,4,1.0,True,False
Belief,Control,R_1NrlQzDJAIXnwa1,True_True,3,1.0,True,True
Belief,Control,R_1NrlQzDJAIXnwa1,True_Unsure,13,1.0,True,Unsure
Belief,Control,R_1Nx2T0AYHlwCqZO,False_False,0,0.0,False,False
Belief,Control,R_1Nx2T0AYHlwCqZO,False_Unsure,0,0.0,False,Unsure
Belief,Control,R_1Nx2T0AYHlwCqZO,True_False,4,1.0,True,False
Belief,Control,R_1Nx2T0AYHlwCqZO,True_True,3,1.0,True,True
Belief,Control,R_1Nx2T0AYHlwCqZO,True_Unsure,13,1.0,True,Unsure
Belief,Control,R_1NxHFWLYZ9W37p2,False_False,18,1.0,False,False
Belief,Control,R_1NxHFWLYZ9W37p2,False_Unsure,2,1.0,False,Unsure
Belief,Control,R_1NxHFWLYZ9W37p2,True_False,4,1.0,True,False
Belief,Control,R_1NxHFWLYZ9W37p2,True_True,3,1.0,True,True
Belief,Control,R_1NxHFWLYZ9W37p2,True_Unsure,13,1.0,True,Unsure
Belief,Control,R_1OVQrriNwDlLQmM,False_False,0,0.0,False,False
Belief,Control,R_1OVQrriNwDlLQmM,False_Unsure,0,0.0,False,Unsure
Belief,Control,R_1OVQrriNwDlLQmM,True_False,1,0.25,True,False
Belief,Control,R_1OVQrriNwDlLQmM,True_True,0,0.0,True,True
Belief,Control,R_1OVQrriNwDlLQmM,True_Unsure,4,0.3076923076923077,True,Unsure
Belief,Control,R_1OvJJNLCKN3vCra,False_False,1,0.05555555555555555,False,False
Belief,Control,R_1OvJJNLCKN3vCra,False_Unsure,1,0.5,False,Unsure
Belief,Control,R_1OvJJNLCKN3vCra,True_False,3,0.75,True,False
Belief,Control,R_1OvJJNLCKN3vCra,True_True,0,0.0,True,True
Belief,Control,R_1OvJJNLCKN3vCra,True_Unsure,6,0.46153846153846156,True,Unsure
Belief,Control,R_1P5CzONVuiPUYja,False_False,4,0.2222222222222222,False,False
Belief,Control,R_1P5CzONVuiPUYja,False_Unsure,1,0.5,False,Unsure
Belief,Control,R_1P5CzONVuiPUYja,True_False,4,1.0,True,False
Belief,Control,R_1P5CzONVuiPUYja,True_True,3,1.0,True,True
Belief,Control,R_1P5CzONVuiPUYja,True_Unsure,9,0.6923076923076923,True,Unsure
Belief,Control,R_1Q6hLNZNve7SAlM,False_False,2,0.1111111111111111,False,False
Belief,Control,R_1Q6hLNZNve7SAlM,False_Unsure,0,0.0,False,Unsure
Belief,Control,R_1Q6hLNZNve7SAlM,True_False,3,0.75,True,False
Belief,Control,R_1Q6hLNZNve7SAlM,True_True,3,1.0,True,True
Belief,Control,R_1Q6hLNZNve7SAlM,True_Unsure,6,0.46153846153846156,True,Unsure
Belief,Control,R_1QnrE9BlWDX49Jy,False_False,4,0.2222222222222222,False,False
Belief,Control,R_1QnrE9BlWDX49Jy,False_Unsure,0,0.0,False,Unsure
Belief,Control,R_1QnrE9BlWDX49Jy,True_False,3,0.75,True,False
Belief,Control,R_1QnrE9BlWDX49Jy,True_True,2,0.6666666666666666,True,True
Belief,Control,R_1QnrE9BlWDX49Jy,True_Unsure,7,0.5384615384615384,True,Unsure
Belief,Control,R_1dGZ73vHLPWqps0,False_False,6,0.3333333333333333,False,False
Belief,Control,R_1dGZ73vHLPWqps0,False_Unsure,0,0.0,False,Unsure
Belief,Control,R_1dGZ73vHLPWqps0,True_False,4,1.0,True,False
Belief,Control,R_1dGZ73vHLPWqps0,True_True,1,0.3333333333333333,True,True
Belief,Control,R_1dGZ73vHLPWqps0,True_Unsure,8,0.6153846153846154,True,Unsure
Belief,Control,R_1dgdwrHmWpdesqm,False_False,10,0.5555555555555556,False,False
Belief,Control,R_1dgdwrHmWpdesqm,False_Unsure,0,0.0,False,Unsure
Belief,Control,R_1dgdwrHmWpdesqm,True_False,2,0.5,True,False
Belief,Control,R_1dgdwrHmWpdesqm,True_True,2,0.6666666666666666,True,True
Belief,Control,R_1dgdwrHmWpdesqm,True_Unsure,9,0.6923076923076923,True,Unsure
Belief,Control,R_1dmHIC4Oj18agnp,False_False,1,0.05555555555555555,False,False
Belief,Control,R_1dmHIC4Oj18agnp,False_Unsure,0,0.0,False,Unsure
Belief,Control,R_1dmHIC4Oj18agnp,True_False,3,0.75,True,False
Belief,Control,R_1dmHIC4Oj18agnp,True_True,3,1.0,True,True
Belief,Control,R_1dmHIC4Oj18agnp,True_Unsure,10,0.7692307692307693,True,Unsure
Belief,Control,R_1fjumgAMeFjME1E,False_False,1,0.05555555555555555,False,False
Belief,Control,R_1fjumgAMeFjME1E,False_Unsure,0,0.0,False,Unsure
Belief,Control,R_1fjumgAMeFjME1E,True_False,2,0.5,True,False
Belief,Control,R_1fjumgAMeFjME1E,True_True,1,0.3333333333333333,True,True
Belief,Control,R_1fjumgAMeFjME1E,True_Unsure,8,0.6153846153846154,True,Unsure
Belief,Control,R_1fkfzoRNJ2HDGHJ,False_False,4,0.2222222222222222,False,False
Belief,Control,R_1fkfzoRNJ2HDGHJ,False_Unsure,0,0.0,False,Unsure
Belief,Control,R_1fkfzoRNJ2HDGHJ,True_False,2,0.5,True,False
Belief,Control,R_1fkfzoRNJ2HDGHJ,True_True,3,1.0,True,True
Belief,Control,R_1fkfzoRNJ2HDGHJ,True_Unsure,13,1.0,True,Unsure
Belief,Control,R_1gNKzQwRkY5AzPG,False_False,2,0.1111111111111111,False,False
Belief,Control,R_1gNKzQwRkY5AzPG,False_Unsure,0,0.0,False,Unsure
Belief,Control,R_1gNKzQwRkY5AzPG,True_False,0,0.0,True,False
Belief,Control,R_1gNKzQwRkY5AzPG,True_True,2,0.6666666666666666,True,True
Belief,Control,R_1gNKzQwRkY5AzPG,True_Unsure,6,0.46153846153846156,True,Unsure
Belief,Control,R_1ghzJ9aBG8cPUwR,False_False,8,0.4444444444444444,False,False
Belief,Control,R_1ghzJ9aBG8cPUwR,False_Unsure,2,1.0,False,Unsure
Belief,Control,R_1ghzJ9aBG8cPUwR,True_False,2,0.5,True,False
Belief,Control,R_1ghzJ9aBG8cPUwR,True_True,2,0.6666666666666666,True,True
Belief,Control,R_1ghzJ9aBG8cPUwR,True_Unsure,8,0.6153846153846154,True,Unsure
Belief,Control,R_1gk0u95D6mbkbKj,False_False,5,0.2777777777777778,False,False
Belief,Control,R_1gk0u95D6mbkbKj,False_Unsure,0,0.0,False,Unsure
Belief,Control,R_1gk0u95D6mbkbKj,True_False,0,0.0,True,False
Belief,Control,R_1gk0u95D6mbkbKj,True_True,2,0.6666666666666666,True,True
Belief,Control,R_1gk0u95D6mbkbKj,True_Unsure,5,0.38461538461538464,True,Unsure
Belief,Control,R_1i4Ekwq60ry1jME,False_False,0,0.0,False,False
Belief,Control,R_1i4Ekwq60ry1jME,False_Unsure,0,0.0,False,Unsure
Belief,Control,R_1i4Ekwq60ry1jME,True_False,3,0.75,True,False
Belief,Control,R_1i4Ekwq60ry1jME,True_True,2,0.6666666666666666,True,True
Belief,Control,R_1i4Ekwq60ry1jME,True_Unsure,9,0.6923076923076923,True,Unsure
Belief,Control,R_1jJKrzMFQPThqB3,False_False,10,0.5555555555555556,False,False
Belief,Control,R_1jJKrzMFQPThqB3,False_Unsure,0,0.0,False,Unsure
Belief,Control,R_1jJKrzMFQPThqB3,True_False,2,0.5,True,False
Belief,Control,R_1jJKrzMFQPThqB3,True_True,1,0.3333333333333333,True,True
Belief,Control,R_1jJKrzMFQPThqB3,True_Unsure,12,0.9230769230769231,True,Unsure
Belief,Control,R_1jT8TeVbMkplX4N,False_False,4,0.2222222222222222,False,False
Belief,Control,R_1jT8TeVbMkplX4N,False_Unsure,1,0.5,False,Unsure
Belief,Control,R_1jT8TeVbMkplX4N,True_False,3,0.75,True,False
Belief,Control,R_1jT8TeVbMkplX4N,True_True,3,1.0,True,True
Belief,Control,R_1jT8TeVbMkplX4N,True_Unsure,3,0.23076923076923078,True,Unsure
Belief,Control,R_1jxNXBP4Brd5ccr,False_False,0,0.0,False,False
Belief,Control,R_1jxNXBP4Brd5ccr,False_Unsure,0,0.0,False,Unsure
Belief,Control,R_1jxNXBP4Brd5ccr,True_False,4,1.0,True,False
Belief,Control,R_1jxNXBP4Brd5ccr,True_True,3,1.0,True,True
Belief,Control,R_1jxNXBP4Brd5ccr,True_Unsure,12,0.9230769230769231,True,Unsure
Belief,Control,R_1kHbUgjq930KI4n,False_False,2,0.1111111111111111,False,False
Belief,Control,R_1kHbUgjq930KI4n,False_Unsure,0,0.0,False,Unsure
Belief,Control,R_1kHbUgjq930KI4n,True_False,1,0.25,True,False
Belief,Control,R_1kHbUgjq930KI4n,True_True,3,1.0,True,True
Belief,Control,R_1kHbUgjq930KI4n,True_Unsure,9,0.6923076923076923,True,Unsure
Belief,Control,R_1lhLQwzqHxu5Kph,False_False,2,0.1111111111111111,False,False
Belief,Control,R_1lhLQwzqHxu5Kph,False_Unsure,0,0.0,False,Unsure
Belief,Control,R_1lhLQwzqHxu5Kph,True_False,2,0.5,True,False
Belief,Control,R_1lhLQwzqHxu5Kph,True_True,3,1.0,True,True
Belief,Control,R_1lhLQwzqHxu5Kph,True_Unsure,10,0.7692307692307693,True,Unsure
Belief,Control,R_1ln0SAq3JiSAvfE,False_False,1,0.05555555555555555,False,False
Belief,Control,R_1ln0SAq3JiSAvfE,False_Unsure,0,0.0,False,Unsure
Belief,Control,R_1ln0SAq3JiSAvfE,True_False,1,0.25,True,False
Belief,Control,R_1ln0SAq3JiSAvfE,True_True,1,0.3333333333333333,True,True
Belief,Control,R_1ln0SAq3JiSAvfE,True_Unsure,2,0.15384615384615385,True,Unsure
Belief,Control,R_1mmzVjrAPFLtnO7,False_False,18,1.0,False,False
Belief,Control,R_1mmzVjrAPFLtnO7,False_Unsure,2,1.0,False,Unsure
Belief,Control,R_1mmzVjrAPFLtnO7,True_False,4,1.0,True,False
Belief,Control,R_1mmzVjrAPFLtnO7,True_True,3,1.0,True,True
Belief,Control,R_1mmzVjrAPFLtnO7,True_Unsure,13,1.0,True,Unsure
Belief,Control,R_1nNsPh4zSeCYHvZ,False_False,5,0.2777777777777778,False,False
Belief,Control,R_1nNsPh4zSeCYHvZ,False_Unsure,2,1.0,False,Unsure
Belief,Control,R_1nNsPh4zSeCYHvZ,True_False,3,0.75,True,False
Belief,Control,R_1nNsPh4zSeCYHvZ,True_True,3,1.0,True,True
Belief,Control,R_1nNsPh4zSeCYHvZ,True_Unsure,7,0.5384615384615384,True,Unsure
Belief,Control,R_1nZRuk2LsqSinYy,False_False,5,0.2777777777777778,False,False
Belief,Control,R_1nZRuk2LsqSinYy,False_Unsure,1,0.5,False,Unsure
Belief,Control,R_1nZRuk2LsqSinYy,True_False,2,0.5,True,False
Belief,Control,R_1nZRuk2LsqSinYy,True_True,1,0.3333333333333333,True,True
Belief,Control,R_1nZRuk2LsqSinYy,True_Unsure,7,0.5384615384615384,True,Unsure
Belief,Control,R_1o5uM4oasvOcw9J,False_False,18,1.0,False,False
Belief,Control,R_1o5uM4oasvOcw9J,False_Unsure,2,1.0,False,Unsure
Belief,Control,R_1o5uM4oasvOcw9J,True_False,4,1.0,True,False
Belief,Control,R_1o5uM4oasvOcw9J,True_True,3,1.0,True,True
Belief,Control,R_1o5uM4oasvOcw9J,True_Unsure,13,1.0,True,Unsure
Belief,Control,R_1od9u0QRDSwgc4f,False_False,0,0.0,False,False
Belief,Control,R_1od9u0QRDSwgc4f,False_Unsure,0,0.0,False,Unsure
Belief,Control,R_1od9u0QRDSwgc4f,True_False,0,0.0,True,False
Belief,Control,R_1od9u0QRDSwgc4f,True_True,1,0.3333333333333333,True,True
Belief,Control,R_1od9u0QRDSwgc4f,True_Unsure,3,0.23076923076923078,True,Unsure
Belief,Control,R_1pDSuBJzeJwoIeg,False_False,0,0.0,False,False
Belief,Control,R_1pDSuBJzeJwoIeg,False_Unsure,0,0.0,False,Unsure
Belief,Control,R_1pDSuBJzeJwoIeg,True_False,1,0.25,True,False
Belief,Control,R_1pDSuBJzeJwoIeg,True_True,3,1.0,True,True
Belief,Control,R_1pDSuBJzeJwoIeg,True_Unsure,4,0.3076923076923077,True,Unsure
Belief,Control,R_1pG773ryIyQzuST,False_False,1,0.05555555555555555,False,False
Belief,Control,R_1pG773ryIyQzuST,False_Unsure,1,0.5,False,Unsure
Belief,Control,R_1pG773ryIyQzuST,True_False,3,0.75,True,False
Belief,Control,R_1pG773ryIyQzuST,True_True,1,0.3333333333333333,True,True
Belief,Control,R_1pG773ryIyQzuST,True_Unsure,5,0.38461538461538464,True,Unsure
Belief,Control,R_1pGvYF3gLcfPPCr,False_False,2,0.1111111111111111,False,False
Belief,Control,R_1pGvYF3gLcfPPCr,False_Unsure,0,0.0,False,Unsure
Belief,Control,R_1pGvYF3gLcfPPCr,True_False,3,0.75,True,False
Belief,Control,R_1pGvYF3gLcfPPCr,True_True,3,1.0,True,True
Belief,Control,R_1pGvYF3gLcfPPCr,True_Unsure,10,0.7692307692307693,True,Unsure
Belief,Control,R_1pM2kRcKC6iFUmW,False_False,2,0.1111111111111111,False,False
Belief,Control,R_1pM2kRcKC6iFUmW,False_Unsure,0,0.0,False,Unsure
Belief,Control,R_1pM2kRcKC6iFUmW,True_False,3,0.75,True,False
Belief,Control,R_1pM2kRcKC6iFUmW,True_True,3,1.0,True,True
Belief,Control,R_1pM2kRcKC6iFUmW,True_Unsure,8,0.6153846153846154,True,Unsure
Belief,Control,R_1pROJZyu82HKhU0,False_False,3,0.16666666666666666,False,False
Belief,Control,R_1pROJZyu82HKhU0,False_Unsure,0,0.0,False,Unsure
Belief,Control,R_1pROJZyu82HKhU0,True_False,0,0.0,True,False
Belief,Control,R_1pROJZyu82HKhU0,True_True,1,0.3333333333333333,True,True
Belief,Control,R_1pROJZyu82HKhU0,True_Unsure,2,0.15384615384615385,True,Unsure
Belief,Control,R_1pSBjbRQYVml2Oo,False_False,0,0.0,False,False
Belief,Control,R_1pSBjbRQYVml2Oo,False_Unsure,0,0.0,False,Unsure
Belief,Control,R_1pSBjbRQYVml2Oo,True_False,4,1.0,True,False
Belief,Control,R_1pSBjbRQYVml2Oo,True_True,3,1.0,True,True
Belief,Control,R_1pSBjbRQYVml2Oo,True_Unsure,10,0.7692307692307693,True,Unsure
Belief,Control,R_1pXY4nskW9q1bNR,False_False,2,0.1111111111111111,False,False
Belief,Control,R_1pXY4nskW9q1bNR,False_Unsure,0,0.0,False,Unsure
Belief,Control,R_1pXY4nskW9q1bNR,True_False,1,0.25,True,False
Belief,Control,R_1pXY4nskW9q1bNR,True_True,3,1.0,True,True
Belief,Control,R_1pXY4nskW9q1bNR,True_Unsure,10,0.7692307692307693,True,Unsure
Belief,Control,R_215kVsDiCDWVI7Q,False_False,1,0.05555555555555555,False,False
Belief,Control,R_215kVsDiCDWVI7Q,False_Unsure,0,0.0,False,Unsure
Belief,Control,R_215kVsDiCDWVI7Q,True_False,1,0.25,True,False
Belief,Control,R_215kVsDiCDWVI7Q,True_True,2,0.6666666666666666,True,True
Belief,Control,R_215kVsDiCDWVI7Q,True_Unsure,9,0.6923076923076923,True,Unsure
Belief,Control,R_21bnFr1OMqVjswK,False_False,11,0.6111111111111112,False,False
Belief,Control,R_21bnFr1OMqVjswK,False_Unsure,0,0.0,False,Unsure
Belief,Control,R_21bnFr1OMqVjswK,True_False,3,0.75,True,False
Belief,Control,R_21bnFr1OMqVjswK,True_True,3,1.0,True,True
Belief,Control,R_21bnFr1OMqVjswK,True_Unsure,11,0.8461538461538461,True,Unsure
Belief,Control,R_23a6obtoPXqMkAz,False_False,9,0.5,False,False
Belief,Control,R_23a6obtoPXqMkAz,False_Unsure,1,0.5,False,Unsure
Belief,Control,R_23a6obtoPXqMkAz,True_False,3,0.75,True,False
Belief,Control,R_23a6obtoPXqMkAz,True_True,3,1.0,True,True
Belief,Control,R_23a6obtoPXqMkAz,True_Unsure,8,0.6153846153846154,True,Unsure
Belief,Control,R_24q08ta1P15Z4Ax,False_False,1,0.05555555555555555,False,False
Belief,Control,R_24q08ta1P15Z4Ax,False_Unsure,0,0.0,False,Unsure
Belief,Control,R_24q08ta1P15Z4Ax,True_False,3,0.75,True,False
Belief,Control,R_24q08ta1P15Z4Ax,True_True,3,1.0,True,True
Belief,Control,R_24q08ta1P15Z4Ax,True_Unsure,12,0.9230769230769231,True,Unsure
Belief,Control,R_24usWPn4b41hndn,False_False,17,0.9444444444444444,False,False
Belief,Control,R_24usWPn4b41hndn,False_Unsure,0,0.0,False,Unsure
Belief,Control,R_24usWPn4b41hndn,True_False,4,1.0,True,False
Belief,Control,R_24usWPn4b41hndn,True_True,3,1.0,True,True
Belief,Control,R_24usWPn4b41hndn,True_Unsure,12,0.9230769230769231,True,Unsure
Belief,Control,R_26a6N6L2oT6c2zp,False_False,15,0.8333333333333334,False,False
Belief,Control,R_26a6N6L2oT6c2zp,False_Unsure,2,1.0,False,Unsure
Belief,Control,R_26a6N6L2oT6c2zp,True_False,4,1.0,True,False
Belief,Control,R_26a6N6L2oT6c2zp,True_True,2,0.6666666666666666,True,True
Belief,Control,R_26a6N6L2oT6c2zp,True_Unsure,7,0.5384615384615384,True,Unsure
Belief,Control,R_26fiU1pJc2xwhqd,False_False,1,0.05555555555555555,False,False
Belief,Control,R_26fiU1pJc2xwhqd,False_Unsure,0,0.0,False,Unsure
Belief,Control,R_26fiU1pJc2xwhqd,True_False,2,0.5,True,False
Belief,Control,R_26fiU1pJc2xwhqd,True_True,3,1.0,True,True
Belief,Control,R_26fiU1pJc2xwhqd,True_Unsure,6,0.46153846153846156,True,Unsure
Belief,Control,R_273V9fwIP3eoP04,False_False,1,0.05555555555555555,False,False
Belief,Control,R_273V9fwIP3eoP04,False_Unsure,0,0.0,False,Unsure
